Vote Number,Congress Num,Session,Legislation Number,Date,Question,Vote Title,Document Text,Result,Majority Requirement,Republican Yes,Republican No,Republican Present,Republican Absent,Democrat Yes,Democrat No,Democrat Present,Democrat Absent,Independent Yes,Independent No,Independent Present,Independent Absent,Total Yes,Total No,Total Present,Total Absent,Tie Breaker
74,115,1,PN31,"February 27, 2017,  07:32 PM",On the Cloture Motion PN31,Motion to Invoke Cloture Re: Nomination of Ryan Zinke to be Secretary of the Interior,"Ryan Zinke, of Montana, to be Secretary of the Interior",Cloture Motion Agreed to (67-31),'1/2',51,0,0,1,15,30,0,1,1,1,0,0,67,31,1,1,
75,115,1,PN31,"March 1, 2017,  10:33 AM",On the Nomination PN31,"Confirmation Ryan Zinke, of Montana, to be Secretary of the Interior","Ryan Zinke, of Montana, to be Secretary of the Interior",Nomination Confirmed (68-31),'1/2',51,0,0,1,16,30,0,0,1,1,0,0,68,31,0,1,
76,115,1,PN34,"March 1, 2017,  11:06 AM",On the Cloture Motion PN34,Motion to Invoke Cloture on the Nomination of Ben Carson to be Secretary of Housing and Urban Development,"Benjamin S. Carson, Sr., of Florida, to be Secretary of Housing and Urban Development",Cloture Motion Agreed to (62-37),'1/2',51,0,0,1,10,36,0,0,1,1,0,0,62,37,0,1,
77,115,1,PN34,"March 2, 2017,  10:02 AM",On the Nomination PN34,"Confirmation Benjamin S. Carson, Sr., of Florida, to be Secretary of Housing and Urban Development","Benjamin S. Carson, Sr., of Florida, to be Secretary of Housing and Urban Development",Nomination Confirmed (58-41),'1/2',51,0,0,1,6,40,0,0,1,1,0,0,58,41,0,1,
78,115,1,PN36,"March 2, 2017,  10:34 AM",On the Cloture Motion PN36,Motion to Invoke Cloture Re: James Richard Perry to be Secretary of Energy,"James Richard Perry, of Texas, to be Secretary of Energy",Cloture Motion Agreed to (62-37),'1/2',51,0,0,1,10,36,0,0,1,1,0,0,62,37,0,1,
79,115,1,PN36,"March 2, 2017,  01:46 PM",On the Nomination PN36,"Confirmation James Richard Perry, of Texas, to be Secretary of Energy","James Richard Perry, of Texas, to be Secretary of Energy",Nomination Confirmed (62-37),'1/2',51,0,0,1,10,36,0,0,1,1,0,0,62,37,0,1,
80,115,1,H.J.Res. 37,"March 2, 2017,  02:12 PM",On the Motion to Proceed H.J.Res. 37,Motion to Proceed to H. J. Res. 37,"A joint resolution disapproving the rule submitted by the Department of Defense, the General Services Administration, and the National Aeronautics and Space Administration relating to the Federal Acquisition Regulation.",Motion to Proceed Agreed to (51-46),'1/2',51,0,0,1,0,44,0,2,0,2,0,0,51,46,0,3,
81,115,1,H.J.Res. 37,"March 6, 2017,  06:02 PM",On the Joint Resolution H.J.Res. 37,H. J. Res. 37,"A joint resolution disapproving the rule submitted by the Department of Defense, the General Services Administration, and the National Aeronautics and Space Administration relating to the Federal Acquisition Regulation.",Joint Resolution Passed (49-48),'1/2',49,0,0,3,0,46,0,0,0,2,0,0,49,48,0,3,
82,115,1,H.J.Res. 44,"March 7, 2017,  03:59 PM",On the Joint Resolution H.J.Res. 44,H.J. Res. 44,"A joint resolution disapproving the rule submitted by the Department of the Interior relating to Bureau of Land Management regulations that establish the procedures used to prepare, revise, or amend land use plans pursuant to the Federal Land Policy and Management Act of 1976.",Joint Resolution Passed (51-48),'1/2',51,0,0,1,0,46,0,0,0,2,0,0,51,48,0,1,
83,115,1,H.J.Res. 58,"March 8, 2017,  02:30 PM",On the Joint Resolution H.J.Res. 58,H. J. Res. 58,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Education relating to teacher preparation issues.",Joint Resolution Passed (59-40),'1/2',51,0,0,1,7,39,0,0,1,1,0,0,59,40,0,1,
84,115,1,H.J.Res. 57,"March 9, 2017,  12:02 PM",On the Joint Resolution H.J.Res. 57,H.J. Res. 57,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Education relating to accountability and State plans under the Elementary and Secondary Education Act of 1965.",Joint Resolution Passed (50-49),'1/2',50,1,0,1,0,46,0,0,0,2,0,0,50,49,0,1,
85,115,1,PN49,"March 9, 2017,  01:46 PM",On the Cloture Motion PN49,Motion to Invoke Cloture on the Nomination of Seema Verma to be Administrator of the Centers for Medicare and Medicaid Services,"Seema Verma, of Indiana, to be Administrator of the Centers for Medicare and Medicaid Services",Cloture Motion Agreed to (54-44),'1/2',50,0,0,2,3,43,0,0,1,1,0,0,54,44,0,2,
86,115,1,PN49,"March 13, 2017,  05:31 PM",On the Nomination PN49,"Confirmation Seema Verma, of Indiana, to be Administrator of the Centers for Medicare and Medicaid Services","Seema Verma, of Indiana, to be Administrator of the Centers for Medicare and Medicaid Services",Nomination Confirmed (55-43),'1/2',51,0,0,1,3,42,0,1,1,1,0,0,55,43,0,2,
87,115,1,H.J.Res. 42,"March 14, 2017,  05:49 PM",On the Joint Resolution H.J.Res. 42,H. J. Res. 42,A joint resolution disapproving the rule submitted by the Department of Labor relating to drug testing of unemployment compensation applicants.,Joint Resolution Passed (51-48),'1/2',51,0,0,1,0,46,0,0,0,2,0,0,51,48,0,1,
88,115,1,PN41,"March 15, 2017,  10:00 AM",On the Cloture Motion PN41,"Motion to Invoke Cloture on Daniel Coats, of Indiana, to be Director of National Intelligence","Daniel Coats, of Indiana, to be Director of National Intelligence",Cloture Motion Agreed to (88-11),'1/2',50,1,0,1,37,9,0,0,1,1,0,0,88,11,0,1,
89,115,1,PN41,"March 15, 2017,  01:46 PM",On the Nomination PN41,"Confirmation Daniel Coats, of Indiana, to be Director of National Intelligence","Daniel Coats, of Indiana, to be Director of National Intelligence",Nomination Confirmed (85-12),'1/2',48,1,0,3,36,10,0,0,1,1,0,0,85,12,0,3,
90,115,1,PN87,"March 15, 2017,  02:22 PM",On the Nomination PN87,"Confirmation Lt. Gen. Herbert R. McMaster, Jr. to be Lieutenant General","Lt. Gen. Herbert R. McMaster, Jr., in the Army, to be Lieutenant General",Nomination Confirmed (86-10),'1/2',48,0,0,4,37,9,0,0,1,1,0,0,86,10,0,4,
91,115,1,PN86,"March 21, 2017,  12:02 PM",On the Nomination PN85 and PN86,"Confirmations Charles R. Breyer, of California, and Danny C. Reeves, of Kentucky, to be Members of the United States Sentencing Commission","Danny C. Reeves, of Kentucky, to be a Member of the United States Sentencing Commission for a term expiring October 31, 2019; and Charles R. Breyer, of California, to be a Member of the United States Sentencing Commission for a term expiring October 31, 2021",Nomination Confirmed (98-0),'1/2',50,0,0,2,46,0,0,0,2,0,0,0,98,0,0,2,
92,115,1,H.J.Res. 69,"March 21, 2017,  06:11 PM",On the Joint Resolution H.J.Res. 69,H.J. Res. 69,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the final rule of the Department of the Interior relating to ""Non-Subsistence Take of Wildlife, and Public Participation and Closure Procedures, on National Wildlife Refuges in Alaska"".",Joint Resolution Passed (52-47),'1/2',51,0,0,1,0,46,0,0,1,1,0,0,52,47,0,1,
93,115,1,H.J.Res. 83,"March 22, 2017,  04:50 PM",On the Joint Resolution H.J.Res. 83,H.J.Res. 83,"A joint resolution disapproving the rule submitted by the Department of Labor relating to ""Clarification of Employer's Continuing Obligation to Make and Maintain an Accurate Record of Each Recordable Injury and Illness"".",Joint Resolution Passed (50-48),'1/2',50,0,0,2,0,46,0,0,0,2,0,0,50,48,0,2,
94,115,1,S.J.Res. 34,"March 23, 2017,  12:25 PM",On the Joint Resolution S.J.Res. 34,S.J. Res. 34,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Federal Communications Commission relating to ""Protecting the Privacy of Customers of Broadband and Other Telecommunications Services"".",Joint Resolution Passed (50-48),'1/2',50,0,0,2,0,46,0,0,0,2,0,0,50,48,0,2,
95,115,1,PN53,"March 23, 2017,  01:07 PM",On the Cloture Motion PN53,Motion to Invoke Cloture re Nomination of David Friedman to be Ambassador to Israel,"David Friedman, of New York, to be Ambassador to Israel",Cloture Motion Agreed to (52-46),'1/2',50,0,0,2,2,44,0,0,0,2,0,0,52,46,0,2,
96,115,1,PN53,"March 23, 2017,  02:11 PM",On the Nomination PN53,"Confirmation David Friedman, of New York, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to Israel","David Friedman, of New York, to be Ambassador to Israel",Nomination Confirmed (52-46),'1/2',50,0,0,2,2,44,0,0,0,2,0,0,52,46,0,2,
97,115,1,Treaty Doc. 114-12,"March 27, 2017,  05:36 PM",On the Cloture Motion Treaty Doc. 114-12,Motion to Invoke Cloture on Treaty Doc. 114-12,Protocol to the North Atlantic Treaty of 1949 on the Accession of Montenegro,"Cloture Motion Agreed to (97-2, 3/5 majority required)",'3/5',49,2,0,1,46,0,0,0,2,0,0,0,97,2,0,1,
98,115,1,Treaty Doc. 114-12,"March 28, 2017,  04:34 PM",On the Resolution of Ratification Treaty Doc. 114-12,Resolution of Advice and Consent to Ratification (Treaty Doc. 114-12),Protocol to the North Atlantic Treaty of 1949 on the Accession of Montenegro,"Resolution of Ratification Agreed to (97-2, 2/3 majority required)",'2/3',49,2,0,1,46,0,0,0,2,0,0,0,97,2,0,1,
99,115,1,H.J.Res. 67,"March 30, 2017,  09:56 AM",On the Joint Resolution H.J.Res. 67,H.J. Res. 67,A joint resolution disapproving the rule submitted by the Department of Labor relating to savings arrangements established by qualified State political subdivisions for non-governmental employees.,Joint Resolution Passed (50-49),'1/2',50,1,0,1,0,46,0,0,0,2,0,0,50,49,0,1,
100,115,1,H.J.Res. 43,"March 30, 2017,  10:30 AM",On the Motion to Proceed H.J.Res. 43,Motion to Proceed to H.J. Res. 43,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the final rule submitted by Secretary of Health and Human Services relating to compliance with title X requirements by project recipients in selecting subrecipients.","Motion to Proceed Agreed to (50-50, Vice President voted Yea)",'1/2',50,2,0,0,0,46,0,0,0,2,0,0,50,50,0,0,Yea
101,115,1,H.J.Res. 43,"March 30, 2017,  03:55 PM",On the Joint Resolution H.J.Res. 43,H.J. Res. 43,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the final rule submitted by Secretary of Health and Human Services relating to compliance with title X requirements by project recipients in selecting subrecipients.","Joint Resolution Passed (50-50, Vice President voted Yea)",'1/2',50,2,0,0,0,46,0,0,0,2,0,0,50,50,0,0,Yea
102,115,1,S. 89,"April 3, 2017,  05:31 PM",On Passage of the Bill S. 89,S. 89,"A bill to amend title 46, United States Code, to exempt old vessels that only operate within inland waterways from the fire-retardant materials requirement if the owners of such vessels make annual structural alterations to at least 10 percent of the areas of the vessels that are not constructed of fire-retardant materials and for other purposes.",Bill Passed (85-12),'1/2',48,2,0,2,35,10,0,1,2,0,0,0,85,12,0,3,
103,115,1,PN59,"April 4, 2017,  12:00 PM",On the Nomination PN59,"Confirmation Elaine C. Duke, of Virginia, to be Deputy Secretary of Homeland Security","Elaine C. Duke, of Virginia, to be Deputy Secretary of Homeland Security",Nomination Confirmed (85-14),'1/2',51,0,0,1,33,13,0,0,1,1,0,0,85,14,0,1,
104,115,1,PN55,"April 4, 2017,  02:16 PM",On the Motion to Proceed PN55,Motion to Proceed to Executive Session to Consider the Nomination of Neil Gorsuch,"Neil M. Gorsuch, of Colorado, to be an Associate Justice of the Supreme Court of the United States",Motion to Proceed Agreed to (55-44),'1/2',51,0,0,1,4,42,0,0,0,2,0,0,55,44,0,1,
105,115,1,PN55,"April 6, 2017,  11:02 AM",On the Cloture Motion PN55,"Motion to Invoke Cloture on the Nomination of Neil M. Gorsuch, of Colorado, to be an Associate Justice of the Supreme Court of the United States","Neil M. Gorsuch, of Colorado, to be an Associate Justice of the Supreme Court of the United States","Cloture Motion Rejected (55-45, 3/5 majority required)",'3/5',51,1,0,0,4,42,0,0,0,2,0,0,55,45,0,0,
106,115,1,PN55,"April 6, 2017,  11:30 AM",On the Motion to Reconsider PN55,Motion to Reconsider the Vote By Which the Motion to Invoke Cloture on the Nomination of Neil M. Gorsuch Was Not Invoked,"Neil M. Gorsuch, of Colorado, to be an Associate Justice of the Supreme Court of the United States",Motion to Reconsider Agreed to (55-45),'1/2',52,0,0,0,3,43,0,0,0,2,0,0,55,45,0,0,
107,115,1,PN55,"April 6, 2017,  11:48 AM",On the Motion to Postpone PN55,"Motion to Postpone the Motion to Invoke Cloture, Upon Reconsideration, of the Nomination of Neil M. Gorsuch Until a Time Certain","Neil M. Gorsuch, of Colorado, to be an Associate Justice of the Supreme Court of the United States",Motion to Postpone Rejected (48-52),'1/2',0,52,0,0,46,0,0,0,2,0,0,0,48,52,0,0,
108,115,1,PN55,"April 6, 2017,  12:04 PM",On the Motion to Adjourn PN55,Schumer Motion to Adjourn Until 5:00 P.M.,"Neil M. Gorsuch, of Colorado, to be an Associate Justice of the Supreme Court of the United States",Motion to Adjourn Rejected (48-52),'1/2',0,52,0,0,46,0,0,0,2,0,0,0,48,52,0,0,
109,115,1,PN55,"April 6, 2017,  12:18 PM",On the Decision of the Chair PN55,Shall the Decision of the Chair Stand as the Judgement of the Senate?,"Neil M. Gorsuch, of Colorado, to be an Associate Justice of the Supreme Court of the United States",Decision of Chair Not Sustained (48-52),'1/2',0,52,0,0,46,0,0,0,2,0,0,0,48,52,0,0,
110,115,1,PN55,"April 6, 2017,  12:35 PM",On the Cloture Motion PN55,"Upon Reconsideration, Motion to Invoke Cloture on the Nomination of Neil M. Gorsuch of Colorado, to be an Associate Justice of the Supreme Court of the United States","Neil M. Gorsuch, of Colorado, to be an Associate Justice of the Supreme Court of the United States",Cloture Motion Agreed to (55-45),'1/2',52,0,0,0,3,43,0,0,0,2,0,0,55,45,0,0,
111,115,1,PN55,"April 7, 2017,  11:31 AM",On the Nomination PN55,"Confirmation Neil M. Gorsuch, of Colorado, to be an Associate Justice of the Supreme Court of the United States","Neil M. Gorsuch, of Colorado, to be an Associate Justice of the Supreme Court of the United States",Nomination Confirmed (54-45),'1/2',51,0,0,1,3,43,0,0,0,2,0,0,54,45,0,1,
112,115,1,PN90,"April 24, 2017,  05:31 PM",On the Nomination PN90,"Confirmation Sonny Perdue, of Georgia, to be Secretary of Agriculture","Sonny Perdue, of Georgia, to be Secretary of Agriculture",Nomination Confirmed (87-11),'1/2',50,0,0,2,36,10,0,0,1,1,0,0,87,11,1,1,
113,115,1,PN56,"April 24, 2017,  06:01 PM",On the Cloture Motion PN56,"Motion to Invoke Cloture on the Nomination of Rod J. Rosenstein, of Maryland, to be Deputy Attorney General","Rod J. Rosenstein, of Maryland, to be Deputy Attorney General",Cloture Motion Agreed to (92-6),'1/2',50,0,0,2,40,6,0,0,2,0,0,0,92,6,0,2,
114,115,1,PN56,"April 25, 2017,  05:00 PM",On the Nomination PN56,"Confirmation Rod J. Rosenstein, of Maryland, to be Deputy Attorney General","Rod J. Rosenstein, of Maryland, to be Deputy Attorney General",Nomination Confirmed (94-6),'1/2',52,0,0,0,40,6,0,0,2,0,0,0,94,6,0,0,
